"","comb","piT","piS.ave","Fst"
"76","D75008 D75013",0.0490314910665914,0.0173161765771712,0.646835611145224
"77","D75008 D75020",0.0535442788192452,0.0213398119164448,0.601454863394767
"78","D75008 D75038",0.0510832298316105,0.0148219556030747,0.70984693700979
"79","D75008 D75050",0.0525093747277926,0.0204741457609253,0.610085896717246
"80","D75008 D75073",0.0490718013327188,0.0239791609076239,0.511345411083662
"81","D75008 D75078",0.0481508628243375,0.0153715160758146,0.680763434460303
"82","D75008 D75091",0.0465741985082965,0.0197609100485234,0.575711216050163
"83","D75008 D75124",0.040521921467029,0.0112574354298246,0.722189002340763
"84","D75008 D75145",0.048425896289129,0.0170373005229226,0.648177900080556
"85","D75008 D75174",0.0498017587324202,0.0191518702888896,0.615437872550031
"86","D75008 D75180",0.0447934554740614,0.0147395167499957,0.670944860270248
"87","D75008 D75187",0.0270359192492032,0.0143036988807989,0.470937209533924
"88","D75008 D75196",0.0344574103678654,0.0155679391255218,0.548197645751107
"89","D75008 D75199",0.0318890066789856,0.014721182917413,0.538361822755863
"90","D75008 D75203",0.0476568974828415,0.0155749445974392,0.67318593068198
"91","D75008 D75204",0.0393746070131505,0.0144381979149608,0.633311948735421
"92","D75008 D75208",0.0402189061367896,0.0144711788088308,0.640189647137281
"93","D75008 D75210",0.0325131208955701,0.0165687932023208,0.490396715358744
"94","D75008 D75215",0.0457539262028976,0.0157714183743154,0.655299125491954
"95","D75008 D75222",0.0471002102290937,0.0148980125902438,0.683695412020871
"96","D75008 D75231",0.0478496475693288,0.022263657391484,0.534716376766904
"97","D75008 D75232",0.0369485474212065,0.015599562856025,0.57780308172354
"98","D75008 D75246",0.292212515015623,0.0147900675106858,0.949385920346721
"99","D75008 D75250",0.0431822390327822,0.0175377913441545,0.593865632329985
"100","D75008 D75259",0.0488417254203504,0.0142698261640265,0.707835338714697
"101","D75008 D75260",0.0442142568765701,0.0171531579488604,0.612044639882885
"102","D75008 D75263",0.27250692384131,0.0174781718889373,0.935861549341347
"103","D75008 D75293",0.046175643561835,0.0210771149530333,0.543544749413002
"104","D75008 D75312",0.0368708062597563,0.0161406161995542,0.562238588279224
"105","D75008 D75362",0.251337827729468,0.0175287771296595,0.930258102061234
"106","D75008 D75365",0.0524039986145575,0.0206663706357992,0.605633707690804
"107","D75008 D75374",0.0276729914824433,0.0149192161994862,0.460874470006198
"108","D75008 D75375",0.0191391083168258,0.018482318705861,0.0343166254191404
"109","D75008 D75379",0.039448150934205,0.0150986056323673,0.617254414343779
"110","D75008 D75389",0.0565420902476424,0.0188296773140975,0.666979461996763
"111","D75008 D75404",0.0477061880284548,0.0160871920197958,0.662786051775915
"112","D75013 D75020",0.0569633346979672,0.0185931117404666,0.673595096932939
"113","D75013 D75038",0.0641004219929941,0.0120752554270964,0.811619720250575
"114","D75013 D75050",0.0454678004896355,0.0177274455849471,0.610109893286171
"115","D75013 D75073",0.051800952640259,0.0212324607316456,0.590114473780081
"116","D75013 D75078",0.0361277215736178,0.0126248158998363,0.650550454057541
"117","D75013 D75091",0.0487578957180181,0.0170142098725451,0.651047084333919
"118","D75013 D75124",0.0334351498414845,0.00851073525384633,0.745455447509714
"119","D75013 D75145",0.0598397528539135,0.0142906003469443,0.761185505196989
"120","D75013 D75174",0.0424649073712362,0.0164051701129114,0.613677007005001
"121","D75013 D75180",0.0568266098121643,0.0119928165740174,0.788957732765359
"122","D75013 D75187",0.0443385925914304,0.0115569987048207,0.739346739953708
"123","D75013 D75196",0.0524710099268799,0.0128212389495436,0.755650997238087
"124","D75013 D75199",0.0508024246260608,0.0119744827414348,0.76429308582071
"125","D75013 D75203",0.0468325436337592,0.0128282444214609,0.726082688957051
"126","D75013 D75204",0.0507724193887889,0.0116914977389825,0.769727385857761
"127","D75013 D75208",0.0556882848970815,0.0117244786328526,0.789462385948485
"128","D75013 D75210",0.0529041514900292,0.0138220930263426,0.738733300940521
"129","D75013 D75215",0.0487046600230601,0.0130247181983371,0.732577576926513
"130","D75013 D75222",0.0364101375924153,0.0121513124142656,0.666265682643373
"131","D75013 D75231",0.0237211969309892,0.0195169572155058,0.1772355639437
"132","D75013 D75232",0.0501367340867901,0.0128528626800467,0.743643799019745
"133","D75013 D75246",0.0997904852441839,0.0120433673347076,0.879313470565476
"134","D75013 D75250",0.0160029596880556,0.0147910911681762,0.0757277743306426
"135","D75013 D75259",0.036254535132748,0.0115231259880482,0.68216042638926
"136","D75013 D75260",0.0432060809372795,0.0144064577728821,0.666564116430847
"137","D75013 D75263",0.0938032587630385,0.014731471712959,0.842953518809267
"138","D75013 D75293",0.0232884593754601,0.018330414777055,0.212897062809983
"139","D75013 D75312",0.054044875919231,0.0133939160235759,0.752170473226864
"140","D75013 D75362",0.157568194939379,0.0147820769536813,0.906186163017426
"141","D75013 D75365",0.0501559874691891,0.017919670459821,0.642721211085136
"142","D75013 D75374",0.0538058720567341,0.012172516023508,0.773769747460407
"143","D75013 D75375",0.0501369945604524,0.0157356185298827,0.686147550968386
"144","D75013 D75379",0.0539894710288593,0.012351905456389,0.771216401624188
"145","D75013 D75389",0.0479996965790148,0.0160829771381192,0.6649358582581
"146","D75013 D75404",0.0582711655545387,0.0133404918438176,0.771061867102493
"147","D75020 D75038",0.0546471632247035,0.0160988907663701,0.705402992280256
"148","D75020 D75050",0.0491521003092751,0.0217510809242207,0.557474028833794
"149","D75020 D75073",0.0557759481006833,0.0252560960709193,0.547186611237364
"150","D75020 D75078",0.04480414089496,0.01664845123911,0.628417130502712
"151","D75020 D75091",0.0517652424864529,0.0210378452118188,0.593591294055573
"152","D75020 D75124",0.0597061472791473,0.01253437059312,0.790065660500294
"153","D75020 D75145",0.0513357748388317,0.018314235686218,0.643246142797778
"154","D75020 D75174",0.0579756777993922,0.020428805452185,0.647631451194536
"155","D75020 D75180",0.051105656096823,0.0160164519132911,0.686601187881301
"156","D75020 D75187",0.0304665916331084,0.0155806340440943,0.48859937364432
"157","D75020 D75196",0.0302701185962188,0.0168448742888172,0.443514757457165
"158","D75020 D75199",0.0348851418479905,0.0159981180807084,0.541405961586195
"159","D75020 D75203",0.0536476727783198,0.0168518797607346,0.685878643228961
"160","D75020 D75204",0.0407070523368493,0.0157151330782562,0.613945688127598
"161","D75020 D75208",0.0447612886660017,0.0157481139721262,0.648175590081086
"162","D75020 D75210",0.0390975964118739,0.0178457283656162,0.543559451132999
"163","D75020 D75215",0.0466442550260746,0.0170483535376108,0.634502608561749
"164","D75020 D75222",0.0495542669722399,0.0161749477535392,0.673591221466349
"165","D75020 D75231",0.0478844015226354,0.0235405925547794,0.50838703614889
"166","D75020 D75232",0.0426565357692619,0.0168764980193204,0.604363136504828
"167","D75020 D75246",0.253643623507396,0.0160670026739812,0.936655207602675
"168","D75020 D75250",0.0452494715079977,0.0188147265074498,0.584200082776118
"169","D75020 D75259",0.0532708711361887,0.0155467613273219,0.708156427786284
"170","D75020 D75260",0.0482184709648227,0.0184300931121558,0.617779395667664
"171","D75020 D75263",0.220722074926013,0.0187551070522326,0.915028403667737
"172","D75020 D75293",0.0480153271858386,0.0223540501163287,0.53443928373518
"173","D75020 D75312",0.0408696030959637,0.0174175513628495,0.573826265893693
"174","D75020 D75362",0.213316627762998,0.018805712292955,0.911841320153211
"175","D75020 D75365",0.0550548794563789,0.0219433057990946,0.601428501601192
"176","D75020 D75374",0.050937772430011,0.0161961513627816,0.682040446801334
"177","D75020 D75375",0.0460117827344139,0.0197592538691563,0.570561002097889
"178","D75020 D75379",0.0471169381233132,0.0163755407956627,0.652448961076268
"179","D75020 D75389",0.0571075086609233,0.0201066124773929,0.647916483333634
"180","D75020 D75404",0.0553042629078774,0.0173641271830913,0.686025520093896
"181","D75038 D75050",0.058471937429517,0.0152332246108506,0.73947802517724
"182","D75038 D75073",0.0508328314473842,0.0187382397575492,0.631375250522004
"183","D75038 D75078",0.0483948814237787,0.0101305949257399,0.790668049436273
"184","D75038 D75091",0.0483586566230784,0.0145199888984487,0.699743749880776
"185","D75038 D75124",0.0497887470184523,0.00601651427974987,0.879159154627449
"186","D75038 D75145",0.0540166751905066,0.0117963793728479,0.781615967083419
"187","D75038 D75174",0.0434298953709139,0.0139109491388149,0.679691856956869
"188","D75038 D75180",0.0469791986241748,0.00949859559992097,0.797812736741041
"189","D75038 D75187",0.032777239153459,0.00906277773072423,0.723503932460772
"190","D75038 D75196",0.0420271955628671,0.0103270179754471,0.754277728096341
"191","D75038 D75199",0.0388952176027004,0.00948026176733829,0.756261505870066
"192","D75038 D75203",0.0500122076256128,0.0103340234473644,0.793369980291131
"193","D75038 D75204",0.0473274649301918,0.00919727676488608,0.805667242510198
"194","D75038 D75208",0.0445954073647271,0.00923025765875611,0.793022236947726
"195","D75038 D75210",0.040941902070091,0.0113278720522461,0.723318373610166
"196","D75038 D75215",0.0493183473087124,0.0105304972242407,0.786479113780433
"197","D75038 D75222",0.0418875868488117,0.00965709144016912,0.769452189379511
"198","D75038 D75231",0.0466451967575365,0.0170227362414093,0.635059182408553
"199","D75038 D75232",0.0458153104140798,0.0103586417059503,0.773904364887444
"200","D75038 D75246",0.289743563775786,0.00954914636061113,0.967042766244152
"201","D75038 D75250",0.0376930761341744,0.0122968701940797,0.673763156121642
"202","D75038 D75259",0.0460911439789117,0.00902890501395174,0.804107595635231
"203","D75038 D75260",0.0447361980576687,0.0119122367987856,0.73372263813233
"204","D75038 D75263",0.282721916616844,0.0122372507388625,0.956716299587602
"205","D75038 D75293",0.0415904608306985,0.0158361938029586,0.619234952278537
"206","D75038 D75312",0.0411859816613712,0.0108996950494794,0.735354248950623
"207","D75038 D75362",0.273100165800432,0.0122878559795848,0.955006047163794
"208","D75038 D75365",0.0555474482956543,0.0154254494857245,0.722301384509658
"209","D75038 D75374",0.0502778597839683,0.00967829504941152,0.807503837852351
"210","D75038 D75375",0.0499855420866634,0.0132413975557862,0.735095449543616
"211","D75038 D75379",0.0513317485784605,0.00985768448229258,0.807961256818962
"212","D75038 D75389",0.0619376196599276,0.0135887561640227,0.780605773379205
"213","D75038 D75404",0.0538796825841536,0.0108462708697211,0.798694603429028
"214","D75050 D75073",0.0552667028255905,0.0243904299153999,0.558677672659962
"215","D75050 D75078",0.0463249074344821,0.0157827850835905,0.659302393514496
"216","D75050 D75091",0.0525587548777423,0.0201721790562993,0.616197546855473
"217","D75050 D75124",0.0501559391883483,0.0116687044376005,0.767351491639274
"218","D75050 D75145",0.0531418068635651,0.0174485695306985,0.671660213295051
"219","D75050 D75174",0.0470117725237617,0.0195631392966655,0.583867226304272
"220","D75050 D75180",0.051706855857989,0.0151507857577716,0.706986907125378
"221","D75050 D75187",0.0403545376255418,0.0147149678885749,0.635357787391392
"222","D75050 D75196",0.0443453730822093,0.0159792081332977,0.63966459130528
"223","D75050 D75199",0.0473792621366085,0.0151324519251889,0.680610223908562
"224","D75050 D75203",0.0506908887637857,0.0159862136052151,0.684633392803405
"225","D75050 D75204",0.0457512741356898,0.0148494669227367,0.675430527274585
"226","D75050 D75208",0.051580607225726,0.0148824478166068,0.711472031504427
"227","D75050 D75210",0.047913396274303,0.0169800622100967,0.645609296554844
"228","D75050 D75215",0.0472793855383167,0.0161826873820913,0.657722129891549
"229","D75050 D75222",0.0447806789990925,0.0153092815980198,0.658127524186714
"230","D75050 D75231",0.0521977325806162,0.0226749263992599,0.565595567504012
"231","D75050 D75232",0.0519357170512807,0.016010831863801,0.691718286126828
"232","D75050 D75246",0.286674806764721,0.0152013365184618,0.946973587633957
"233","D75050 D75250",0.0358772021739641,0.0179490603519304,0.499708470440432
"234","D75050 D75259",0.0463553273728976,0.0146810951718024,0.683292169340046
"235","D75050 D75260",0.0519667103126712,0.0175644269566363,0.662006179514629
"236","D75050 D75263",0.304916262925814,0.0178894408967132,0.941329987698735
"237","D75050 D75293",0.0469989560453678,0.0214883839608093,0.542790185806114
"238","D75050 D75312",0.0509274947385752,0.0165518852073301,0.674991175350457
"239","D75050 D75362",0.313371074154397,0.0179400461374355,0.942751429161594
"240","D75050 D75365",0.0436948713914988,0.0210776396435752,0.517617537886242
"241","D75050 D75374",0.0520940236393179,0.0153304852072622,0.705715087139256
"242","D75050 D75375",0.0541459483298234,0.0188935877136369,0.651061837562639
"243","D75050 D75379",0.054513780416416,0.0155098746401432,0.71548708378565
"244","D75050 D75389",0.0427331274887623,0.0192409463218734,0.549741676947626
"245","D75050 D75404",0.0591050150811776,0.0164984610275718,0.720861909858038
"246","D75073 D75078",0.0499052804335351,0.0192878002302891,0.613511835566639
"247","D75073 D75091",0.0461222433049931,0.0236771942029979,0.486642615225208
"248","D75073 D75124",0.0515350123621345,0.0151737195842991,0.705564840507382
"249","D75073 D75145",0.0513135358187057,0.0209535846773971,0.591655801084775
"250","D75073 D75174",0.0504972755462559,0.0230681544433641,0.543180217272643
"251","D75073 D75180",0.0447899856838854,0.0186558009044702,0.583482766970783
"252","D75073 D75187",0.0302920659993354,0.0182199830352734,0.398522932187154
"253","D75073 D75196",0.0384058959353202,0.0194842232799963,0.492676246563551
"254","D75073 D75199",0.0374562361485161,0.0186374670718875,0.502420184505755
"255","D75073 D75203",0.0516703255096767,0.0194912287519136,0.62277712478774
"256","D75073 D75204",0.0434318285817972,0.0183544820694353,0.577395595148212
"257","D75073 D75208",0.0428562882960134,0.0183874629633053,0.570950642381791
"258","D75073 D75210",0.0376325646748935,0.0204850773567953,0.455655559652519
"259","D75073 D75215",0.0491954866833609,0.0196877025287899,0.599806733176424
"260","D75073 D75222",0.0476970905580752,0.0188142967447183,0.605546239307608
"261","D75073 D75231",0.0461865862547246,0.0261799415459585,0.433170024699964
"262","D75073 D75232",0.0437243553495582,0.0195158470104995,0.553661869809667
"263","D75073 D75246",0.298448861912779,0.0187063516651603,0.937321417326673
"264","D75073 D75250",0.0423563307093483,0.021454075498629,0.493485976255873
"265","D75073 D75259",0.0512174152821001,0.018186110318501,0.644923309418608
"266","D75073 D75260",0.0462552260205423,0.0210694421033348,0.544495964759144
"267","D75073 D75263",0.298484910475163,0.0213944560434117,0.928323157075667
"268","D75073 D75293",0.0449270840306127,0.0249933991075078,0.443689710855091
"269","D75073 D75312",0.0389933768474476,0.0200569003540286,0.4856331516889
"270","D75073 D75362",0.286756604374093,0.0214450612841341,0.925215109409799
"271","D75073 D75365",0.0561189550679694,0.0245826547902738,0.561954516784925
"272","D75073 D75374",0.0453318819627309,0.0188355003539607,0.5844977190789
"273","D75073 D75375",0.0454778868362085,0.0223986028603355,0.507483649339174
"274","D75073 D75379",0.0469859471102183,0.0190148897868418,0.59530687458024
"275","D75073 D75389",0.0577140295939499,0.022745961468572,0.605885057262465
"276","D75073 D75404",0.0525586158824818,0.0200034761742704,0.619406336365535
"277","D75078 D75091",0.0453515870665686,0.0150695493711886,0.667717265350185
"278","D75078 D75124",0.0511082046331983,0.00656607475248978,0.871526014274728
"279","D75078 D75145",0.0431929014661217,0.0123459398455878,0.714167388007696
"280","D75078 D75174",0.0465043929876525,0.0144605096115548,0.689050674946037
"281","D75078 D75180",0.0420154740168768,0.0100481560726609,0.760846299898348
"282","D75078 D75187",0.0281995840945158,0.00961233820346414,0.659131915873414
"283","D75078 D75196",0.0301414496204095,0.010876578448187,0.639148793931191
"284","D75078 D75199",0.032713014107872,0.0100298222400782,0.693399629670179
"285","D75078 D75203",0.0469314894085656,0.0108835839201043,0.768096345177616
"286","D75078 D75204",0.036947128776599,0.00974683723762599,0.736195001875239
"287","D75078 D75208",0.0395489444695441,0.00977981813149603,0.752716077188172
"288","D75078 D75210",0.0348896858987489,0.011877432524986,0.659571812728417
"289","D75078 D75215",0.0428857559495682,0.0110800576969806,0.741637813030269
"290","D75078 D75222",0.0454885621605997,0.010206651912909,0.775621575444088
"291","D75078 D75231",0.0479449742650786,0.0175722967141492,0.633490329622552
"292","D75078 D75232",0.0396146295327007,0.0109082021786902,0.724642075229158
"293","D75078 D75246",0.296052481112741,0.010098706833351,0.965888795137287
"294","D75078 D75250",0.0400818903022302,0.0128464306668197,0.679495388816409
"295","D75078 D75259",0.0491494278865473,0.00957846548669166,0.805115422527362
"296","D75078 D75260",0.0450098805251105,0.0124617972715255,0.723131962890387
"297","D75078 D75263",0.282916969988843,0.0127868112116024,0.954803661257553
"298","D75078 D75293",0.0458061853388577,0.0163857542756985,0.642280749761575
"299","D75078 D75312",0.0368995675727768,0.0114492555222193,0.689718436411537
"300","D75078 D75362",0.258192927203991,0.0128374164523247,0.950279751690555
"301","D75078 D75365",0.0406626739427513,0.0159750099584644,0.607133313934161
"302","D75078 D75374",0.0405227585291545,0.0102278555221514,0.74760218964874
"303","D75078 D75375",0.0429178465183201,0.0137909580285261,0.678666122666726
"304","D75078 D75379",0.0438857587112161,0.0104072449550325,0.762855986528207
"305","D75078 D75389",0.0451132559908517,0.0141383166367627,0.68660394098733
"306","D75078 D75404",0.0481555904082261,0.011395831342461,0.763353927428655
"307","D75091 D75124",0.0435541029796892,0.0109554687251986,0.748462992561057
"308","D75091 D75145",0.0466426197774246,0.0167353338182966,0.641200818089626
"309","D75091 D75174",0.039120648619271,0.0188499035842636,0.518159737899181
"310","D75091 D75180",0.039568600846584,0.0144375500453697,0.635126091484832
"311","D75091 D75187",0.0301578704250307,0.0140017321761729,0.535718803123723
"312","D75091 D75196",0.0388253432158293,0.0152659724208958,0.606803928659881
"313","D75091 D75199",0.0357551431682296,0.014419216212787,0.596723298101649
"314","D75091 D75203",0.0440841559645301,0.0152729778928131,0.653549499618372
"315","D75091 D75204",0.038623174575335,0.0141362312103348,0.633996134037043
"316","D75091 D75208",0.0367505198997748,0.0141692121042048,0.614448662417653
"317","D75091 D75210",0.0365439895919812,0.0162668264976948,0.554869988763783
"318","D75091 D75215",0.0437192611383364,0.0154694516696894,0.646163927136349
"319","D75091 D75222",0.0391941913836841,0.0145960458856178,0.627596708330257
"320","D75091 D75231",0.0454803660960838,0.021961690686858,0.517117108502144
"321","D75091 D75232",0.0401631769938433,0.015297596151399,0.619113892465628
"322","D75091 D75246",0.262154532506471,0.0144881008060598,0.944734501946091
"323","D75091 D75250",0.0424319008159142,0.0172358246395284,0.593800317494518
"324","D75091 D75259",0.044419024494853,0.0139678594594005,0.685543309015735
"325","D75091 D75260",0.0296174973655022,0.0168511912442343,0.431039326642695
"326","D75091 D75263",0.239576717098532,0.0171762051843113,0.928306033272644
"327","D75091 D75293",0.0441736485207952,0.0207751482484073,0.529693630839047
"328","D75091 D75312",0.0368526409300176,0.0158386494949282,0.570216703736228
"329","D75091 D75362",0.227551382192454,0.0172268104250335,0.924294854818927
"330","D75091 D75365",0.0384768537725384,0.0203644039311732,0.470736249601892
"331","D75091 D75374",0.0441391084361728,0.0146172494948602,0.66883677507901
"332","D75091 D75375",0.0431987954415691,0.0181803520012349,0.579146783714704
"333","D75091 D75379",0.0456835097887426,0.0147966389277413,0.676105470088301
"334","D75091 D75389",0.0532679400975227,0.0185277106094714,0.652178954629163
"335","D75091 D75404",0.0479181052392351,0.0157852253151698,0.670579100814592
"336","D75124 D75145",0.044699831699536,0.00823185919959778,0.815841382693993
"337","D75124 D75174",0.0603332480365755,0.0103464289655648,0.828511984647461
"338","D75124 D75180",0.0305957802100951,0.00593407542667087,0.806049220319836
"339","D75124 D75187",0.0252167898423631,0.00549825755747413,0.78196044810441
"340","D75124 D75196",0.0343648927344312,0.00676249780219699,0.803214930584624
"341","D75124 D75199",0.029500536093406,0.00591574159408819,0.799470030803593
"342","D75124 D75203",0.0494059837768951,0.00676950327411434,0.862982117617904
"343","D75124 D75204",0.0396386639272014,0.00563275659163598,0.857897415463325
"344","D75124 D75208",0.038885274237436,0.00566573748550602,0.854296064599914
"345","D75124 D75210",0.0308528820328344,0.00776335187899599,0.748375147879733
"346","D75124 D75215",0.0494981161224985,0.00696597705099058,0.859267834885855
"347","D75124 D75222",0.0463660987606002,0.00609257126691902,0.868598578923439
"348","D75124 D75231",0.0498913174370035,0.0134582160681592,0.730249334763458
"349","D75124 D75232",0.0380478524844114,0.00679412153270018,0.821432194222163
"350","D75124 D75246",0.298139598293942,0.00598462618736103,0.979926765107329
"351","D75124 D75250",0.02843451745422,0.00873235002082963,0.692896141638808
"352","D75124 D75259",0.0531479646576212,0.00546438484070164,0.897185435493096
"353","D75124 D75260",0.0419815667532099,0.00834771662553553,0.801157572926997
"354","D75124 D75263",0.277901634168826,0.00867273056561244,0.968792085042783
"355","D75124 D75293",0.0416873302600206,0.0122716736297085,0.705625820767002
"356","D75124 D75312",0.0355965635675582,0.00733517487622933,0.793935870739095
"357","D75124 D75362",0.252719604591949,0.00872333580633473,0.965482156319373
"358","D75124 D75365",0.0621513616858439,0.0118609293124744,0.809160588107019
"359","D75124 D75374",0.0308919626839181,0.00611377487616142,0.802091730502311
"360","D75124 D75375",0.0357183469024665,0.00967687738253614,0.7290782406879
"361","D75124 D75379",0.0389146271078286,0.00629316430904248,0.838282805804492
"362","D75124 D75389",0.042151674820635,0.0100242359907726,0.762186531533372
"363","D75124 D75404",0.0438527719945003,0.00728175069647103,0.833950047732803
"364","D75145 D75174",0.0450779712759215,0.0161262940586628,0.642257767991509
"365","D75145 D75180",0.0517626011409655,0.0117139405197689,0.773698765874068
"366","D75145 D75187",0.0374812304223578,0.0112781226505721,0.699099455287768
"367","D75145 D75196",0.0428283968815395,0.012542362895295,0.707148438686922
"368","D75145 D75199",0.0443884104283598,0.0116956066871862,0.736516658868373
"369","D75145 D75203",0.0476587047996286,0.0125493683672123,0.736682555265116
"370","D75145 D75204",0.0440969132249893,0.011412621684734,0.741192277416221
"371","D75145 D75208",0.0486219677556744,0.011445602578604,0.764600177514036
"372","D75145 D75210",0.0442063338854032,0.013543216972094,0.693636278294366
"373","D75145 D75215",0.045090922639633,0.0127458421440886,0.717330198675386
"374","D75145 D75222",0.0427017247950833,0.011872436360017,0.721968224539164
"375","D75145 D75231",0.0464567817315448,0.0192380811612572,0.585892942984592
"376","D75145 D75232",0.0484564230819987,0.0125739866257982,0.740509393264123
"377","D75145 D75246",0.284790793903167,0.011764491280459,0.958690759911084
"378","D75145 D75250",0.0360888026308587,0.0145122151139277,0.597874851588493
"379","D75145 D75259",0.0461349959776517,0.0112442499337997,0.756275042502518
"380","D75145 D75260",0.0484144386777905,0.0141275817186335,0.708194866976442
